model;cv_report;train_avg_metrics;test_avg_metrics;training_type;hyperparameters
Logistic Regression_pca;0.7012220957440081;"                   precision    recall  f1-score  support
weighted avg        0.807506  0.811909  0.808412  12595.0
balanced_accuracy   0.811909  0.811909  0.811909  12595.0
accuracy            0.811909  0.811909  0.811909  12595.0
kappa               0.764887  0.764887  0.764887  12595.0";"                   precision    recall  f1-score  support
weighted avg        0.573312  0.464865  0.486878   1110.0
balanced_accuracy   0.495083  0.495083  0.495083   1110.0
accuracy            0.464865  0.464865  0.464865   1110.0
kappa               0.264747  0.264747  0.264747   1110.0";Optuna;{'classifier__penalty': 'l2', 'classifier__C': 10.0, 'classifier__solver': 'newton-cg', 'classifier__max_iter': 5000, 'classifier__class_weight': 'balanced', 'feature_selection__n_components': 0.9892583903776571}
