model_name;hyperparameters;cv_score;training_type
Gradient Boosting_pca;{'classifier__n_estimators': 300, 'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 2, 'classifier__subsample': 0.9, 'feature_selection__n_components': 0.9896469626383385};0.856924682223487;Optuna
