model_name;hyperparameters;cv_score;training_type
MLP_mi;{'classifier__hidden_layer_sizes': (50, 25), 'classifier__activation': 'relu', 'classifier__alpha': 0.0001, 'classifier__batch_size': 32, 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 2000, 'classifier__solver': 'adam', 'classifier__learning_rate_init': 0.001, 'feature_selection__k': 'all'};0.8330158730158731;Optuna
