model_name;hyperparameters;cv_score;training_type
KNN_pca;{'classifier__n_neighbors': 3, 'classifier__weights': 'distance', 'classifier__metric': 'euclidean', 'feature_selection__n_components': 0.9519945528570504};0.8202365142604187;Optuna
