model_name;hyperparameters;cv_score;training_type
XGBoost_mi;{'classifier__n_estimators': 300, 'classifier__max_depth': 5, 'classifier__learning_rate': 0.1, 'classifier__subsample': 0.8, 'classifier__colsample_bytree': 1.0, 'classifier__min_child_weight': 3, 'classifier__gamma': 0.2, 'feature_selection__k': 'all'};0.8213520521090242;Optuna
