model_name;hyperparameters;cv_score;training_type
Gradient Boosting_rfe;{'classifier__n_estimators': 100, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 4, 'classifier__subsample': 1.0, 'feature_selection__n_features_to_select': 50};0.8189685701637893;Optuna
