Model;CV_Score;Training_Type;Hyperparameters
Random Forest_none;0.3528726741029236;Optuna;{'classifier__n_estimators': 300, 'classifier__max_depth': 10, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'log2', 'classifier__class_weight': 'balanced_subsample', 'classifier__bootstrap': True, 'classifier__criterion': 'gini'}
