model_name;hyperparameters;cv_score;training_type
Gradient Boosting_none;{'classifier__n_estimators': 200, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 4, 'classifier__subsample': 1.0};0.9444702467343976;Optuna
Gradient Boosting_pca;{'classifier__n_estimators': 300, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 2, 'classifier__subsample': 0.9, 'feature_selection__n_components': 0.989166598369638};0.9605370101596516;Optuna
Gradient Boosting_rfe;{'classifier__n_estimators': 300, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 4, 'classifier__subsample': 0.9, 'feature_selection__n_features_to_select': 22};0.9475036284470246;Optuna
Gradient Boosting_rf;{'classifier__n_estimators': 100, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 2, 'classifier__subsample': 0.8, 'feature_selection__max_features': 356, 'feature_selection__threshold': '1.5*mean'};0.9441291727140785;Optuna
Gradient Boosting_mi;{'classifier__n_estimators': 200, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 2, 'classifier__subsample': 0.8, 'feature_selection__k': 'all'};0.9440856313497823;Optuna
