model;cv_report;train_avg_metrics;test_avg_metrics;training_type;hyperparameters
Logistic Regression_none;0.9188026124818578;"                   precision    recall  f1-score  support
weighted avg        0.975002  0.975096  0.974982   2610.0
balanced_accuracy   0.975096  0.975096  0.975096   2610.0
accuracy            0.975096  0.975096  0.975096   2610.0
kappa               0.968870  0.968870  0.968870   2610.0";"                   precision    recall  f1-score  support
weighted avg        0.283511  0.364103  0.318572    195.0
balanced_accuracy   0.165884  0.165884  0.165884    195.0
accuracy            0.364103  0.364103  0.364103    195.0
kappa              -0.121053 -0.121053 -0.121053    195.0";Optuna;{'classifier__penalty': 'l2', 'classifier__C': 10.0, 'classifier__solver': 'newton-cg', 'classifier__max_iter': 5000, 'classifier__class_weight': 'balanced'}
Logistic Regression_pca;0.8728301886792453;"                   precision    recall  f1-score  support
weighted avg        0.916884  0.918774  0.917122   2610.0
balanced_accuracy   0.918774  0.918774  0.918774   2610.0
accuracy            0.918774  0.918774  0.918774   2610.0
kappa               0.898467  0.898467  0.898467   2610.0";"                   precision    recall  f1-score  support
weighted avg        0.615124  0.461538  0.505826    195.0
balanced_accuracy   0.459708  0.459708  0.459708    195.0
accuracy            0.461538  0.461538  0.461538    195.0
kappa               0.275349  0.275349  0.275349    195.0";Optuna;{'classifier__penalty': 'l2', 'classifier__C': 10.0, 'classifier__solver': 'newton-cg', 'classifier__max_iter': 5000, 'classifier__class_weight': 'balanced', 'feature_selection__n_components': 0.9897714750854589}
Logistic Regression_rfe;0.8115602322206097;"                   precision    recall  f1-score  support
weighted avg        0.839205  0.844828  0.839958   2610.0
balanced_accuracy   0.844828  0.844828  0.844828   2610.0
accuracy            0.844828  0.844828  0.844828   2610.0
kappa               0.806034  0.806034  0.806034   2610.0";"                   precision    recall  f1-score  support
weighted avg        0.175727  0.143590  0.127089    195.0
balanced_accuracy   0.181309  0.181309  0.181309    195.0
accuracy            0.143590  0.143590  0.143590    195.0
kappa              -0.088948 -0.088948 -0.088948    195.0";Optuna;{'classifier__penalty': 'l2', 'classifier__C': 10.0, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 5000, 'classifier__class_weight': 'balanced', 'feature_selection__n_features_to_select': 48}
Logistic Regression_rf;0.9153047895500727;"                   precision    recall  f1-score  support
weighted avg        0.970671  0.970881  0.970690   2610.0
balanced_accuracy   0.970881  0.970881  0.970881   2610.0
accuracy            0.970881  0.970881  0.970881   2610.0
kappa               0.963602  0.963602  0.963602   2610.0";"                   precision    recall  f1-score  support
weighted avg        0.362065  0.441026  0.394774    195.0
balanced_accuracy   0.251867  0.251867  0.251867    195.0
accuracy            0.441026  0.441026  0.441026    195.0
kappa               0.065591  0.065591  0.065591    195.0";Optuna;{'classifier__penalty': 'l2', 'classifier__C': 10.0, 'classifier__solver': 'newton-cg', 'classifier__max_iter': 5000, 'classifier__class_weight': 'balanced', 'feature_selection__max_features': 331, 'feature_selection__threshold': 'median'}
Logistic Regression_mi;0.9188026124818578;"                   precision    recall  f1-score  support
weighted avg        0.975002  0.975096  0.974982   2610.0
balanced_accuracy   0.975096  0.975096  0.975096   2610.0
accuracy            0.975096  0.975096  0.975096   2610.0
kappa               0.968870  0.968870  0.968870   2610.0";"                   precision    recall  f1-score  support
weighted avg        0.283511  0.364103  0.318572    195.0
balanced_accuracy   0.165884  0.165884  0.165884    195.0
accuracy            0.364103  0.364103  0.364103    195.0
kappa              -0.121053 -0.121053 -0.121053    195.0";Optuna;{'classifier__penalty': 'l2', 'classifier__C': 10.0, 'classifier__solver': 'newton-cg', 'classifier__max_iter': 5000, 'classifier__class_weight': 'balanced', 'feature_selection__k': 'all'}
