model;cv_report;train_avg_metrics;test_avg_metrics;training_type;hyperparameters
Gradient Boosting_none;0.9444702467343976;"                   precision  recall  f1-score  support
weighted avg             1.0     1.0       1.0   2610.0
balanced_accuracy        1.0     1.0       1.0   2610.0
accuracy                 1.0     1.0       1.0   2610.0
kappa                    1.0     1.0       1.0   2610.0";"                   precision    recall  f1-score  support
weighted avg        0.502286  0.461538  0.422325    195.0
balanced_accuracy   0.237596  0.237596  0.237596    195.0
accuracy            0.461538  0.461538  0.461538    195.0
kappa               0.017514  0.017514  0.017514    195.0";Optuna;{'classifier__n_estimators': 200, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 4, 'classifier__subsample': 1.0}
Gradient Boosting_pca;0.9605370101596516;"                   precision  recall  f1-score  support
weighted avg             1.0     1.0       1.0   2610.0
balanced_accuracy        1.0     1.0       1.0   2610.0
accuracy                 1.0     1.0       1.0   2610.0
kappa                    1.0     1.0       1.0   2610.0";"                   precision    recall  f1-score  support
weighted avg        0.420277  0.558974  0.429737    195.0
balanced_accuracy   0.217572  0.217572  0.217572    195.0
accuracy            0.558974  0.558974  0.558974    195.0
kappa               0.049428  0.049428  0.049428    195.0";Optuna;{'classifier__n_estimators': 300, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 2, 'classifier__subsample': 0.9, 'feature_selection__n_components': 0.989166598369638}
Gradient Boosting_rfe;0.9475036284470246;"                   precision  recall  f1-score  support
weighted avg             1.0     1.0       1.0   2610.0
balanced_accuracy        1.0     1.0       1.0   2610.0
accuracy                 1.0     1.0       1.0   2610.0
kappa                    1.0     1.0       1.0   2610.0";"                   precision    recall  f1-score  support
weighted avg        0.449805  0.400000  0.407510    195.0
balanced_accuracy   0.243862  0.243862  0.243862    195.0
accuracy            0.400000  0.400000  0.400000    195.0
kappa               0.044718  0.044718  0.044718    195.0";Optuna;{'classifier__n_estimators': 300, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 4, 'classifier__subsample': 0.9, 'feature_selection__n_features_to_select': 22}
Gradient Boosting_rf;0.9441291727140785;"                   precision  recall  f1-score  support
weighted avg             1.0     1.0       1.0   2610.0
balanced_accuracy        1.0     1.0       1.0   2610.0
accuracy                 1.0     1.0       1.0   2610.0
kappa                    1.0     1.0       1.0   2610.0";"                   precision    recall  f1-score  support
weighted avg        0.474849  0.410256  0.398915    195.0
balanced_accuracy   0.228174  0.228174  0.228174    195.0
accuracy            0.410256  0.410256  0.410256    195.0
kappa               0.017525  0.017525  0.017525    195.0";Optuna;{'classifier__n_estimators': 100, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 2, 'classifier__subsample': 0.8, 'feature_selection__max_features': 356, 'feature_selection__threshold': '1.5*mean'}
Gradient Boosting_mi;0.9440856313497823;"                   precision  recall  f1-score  support
weighted avg             1.0     1.0       1.0   2610.0
balanced_accuracy        1.0     1.0       1.0   2610.0
accuracy                 1.0     1.0       1.0   2610.0
kappa                    1.0     1.0       1.0   2610.0";"                   precision    recall  f1-score  support
weighted avg        0.465517  0.435897  0.397466    195.0
balanced_accuracy   0.228422  0.228422  0.228422    195.0
accuracy            0.435897  0.435897  0.435897    195.0
kappa              -0.008747 -0.008747 -0.008747    195.0";Optuna;{'classifier__n_estimators': 200, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 2, 'classifier__subsample': 0.8, 'feature_selection__k': 'all'}
