Model;CV Score;balanced_accuracy-train;f1-score-train;precision-train;recall-train;balanced_accuracy-test;f1-score-test;precision-test;recall-test
XGBoost_pca;0,858;0,999;0,999;0,999;0,999;0,221;0,453;0,531;0,585
