Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features;Total_Variance_Explained
0;0,402;0,502;0,446;2519,000;0,152;0,132;0,141;129,000;Naive Bayes_pca;pca;97;0,989
1;0,609;0,398;0,482;2519,000;0,491;0,324;0,390;176,000;Naive Bayes_pca;pca;97;0,989
2;0,610;0,337;0,434;2519,000;0,587;0,784;0,672;640,000;Naive Bayes_pca;pca;97;0,989
3;0,637;0,436;0,518;2519,000;0,000;0,000;0,000;34,000;Naive Bayes_pca;pca;97;0,989
4;0,475;0,884;0,618;2519,000;0,188;0,023;0,041;131,000;Naive Bayes_pca;pca;97;0,989
