Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features;Total_Variance_Explained
0;0,979;0,965;0,972;2519,000;0,078;0,124;0,096;129,000;MLP_pca;pca;68;0,961
1;0,987;0,988;0,988;2519,000;0,420;0,193;0,265;176,000;MLP_pca;pca;68;0,961
2;0,979;0,968;0,973;2519,000;0,615;0,744;0,673;640,000;MLP_pca;pca;68;0,961
3;0,988;0,988;0,988;2519,000;0,143;0,176;0,158;34,000;MLP_pca;pca;68;0,961
4;0,977;0,999;0,988;2519,000;0,444;0,031;0,057;131,000;MLP_pca;pca;68;0,961
