Model;CV Score;balanced_accuracy-train;f1-score-train;precision-train;recall-train;balanced_accuracy-test;f1-score-test;precision-test;recall-test
Decision Tree_pca;0,803;1,000;1,000;1,000;1,000;0,796;0,795;0,799;0,794
Decision Tree_none;0,811;0,954;0,954;0,956;0,955;0,809;0,792;0,812;0,797
Naive Bayes_pca;0,907;0,925;0,925;0,927;0,925;0,904;0,904;0,911;0,903
Naive Bayes_none;0,814;0,842;0,843;0,875;0,842;0,839;0,840;0,869;0,839
