Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features
0;0,993;0,995;0,994;2519,000;0,345;0,078;0,127;129,000;XGBoost_none;original;473
1;0,996;0,995;0,996;2519,000;0,558;0,330;0,414;176,000;XGBoost_none;original;473
2;0,995;0,992;0,993;2519,000;0,595;0,884;0,712;640,000;XGBoost_none;original;473
3;0,999;0,999;0,999;2519,000;0,000;0,000;0,000;34,000;XGBoost_none;original;473
4;0,998;1,000;0,999;2519,000;0,375;0,023;0,043;131,000;XGBoost_none;original;473
