Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features
0;0,419;0,612;0,497;2519,000;0,269;0,798;0,402;129,000;Naive Bayes_mi;selector;473
1;0,652;0,678;0,665;2519,000;0,425;0,665;0,519;176,000;Naive Bayes_mi;selector;473
2;0,784;0,125;0,216;2519,000;0,812;0,303;0,441;640,000;Naive Bayes_mi;selector;473
3;0,542;0,427;0,478;2519,000;0,000;0,000;0,000;34,000;Naive Bayes_mi;selector;473
4;0,534;0,830;0,650;2519,000;0,302;0,489;0,373;131,000;Naive Bayes_mi;selector;473
