Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features;Total_Variance_Explained
0;1,000;1,000;1,000;145,000;1,000;0,970;0,985;33,000;XGBoost_rf;selector;42;
1;1,000;1,000;1,000;154,000;0,933;1,000;0,966;28,000;XGBoost_rf;selector;42;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;XGBoost_rf;selector;42;
3;1,000;1,000;1,000;149,000;1,000;0,971;0,985;34,000;XGBoost_rf;selector;42;
4;1,000;1,000;1,000;135,000;0,978;0,978;0,978;46,000;XGBoost_rf;selector;42;
5;1,000;1,000;1,000;135,000;0,939;0,979;0,958;47,000;XGBoost_rf;selector;42;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;XGBoost_rf;selector;42;
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;XGBoost_rf;selector;42;
8;1,000;1,000;1,000;144,000;0,966;0,933;0,949;30,000;XGBoost_rf;selector;42;
9;1,000;1,000;1,000;140,000;0,974;0,950;0,962;40,000;XGBoost_rf;selector;42;
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;XGBoost_mi;selector;50;
1;1,000;1,000;1,000;154,000;0,933;1,000;0,966;28,000;XGBoost_mi;selector;50;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;XGBoost_mi;selector;50;
3;1,000;1,000;1,000;149,000;1,000;0,971;0,985;34,000;XGBoost_mi;selector;50;
4;1,000;1,000;1,000;135,000;1,000;0,978;0,989;46,000;XGBoost_mi;selector;50;
5;1,000;1,000;1,000;135,000;0,957;0,957;0,957;47,000;XGBoost_mi;selector;50;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;XGBoost_mi;selector;50;
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;XGBoost_mi;selector;50;
8;1,000;1,000;1,000;144,000;0,967;0,967;0,967;30,000;XGBoost_mi;selector;50;
9;1,000;1,000;1,000;140,000;0,950;0,950;0,950;40,000;XGBoost_mi;selector;50;
0;1,000;1,000;1,000;145,000;1,000;0,970;0,985;33,000;XGBoost_none;original;64;
1;1,000;1,000;1,000;154,000;1,000;1,000;1,000;28,000;XGBoost_none;original;64;
2;1,000;1,000;1,000;144,000;0,971;1,000;0,985;33,000;XGBoost_none;original;64;
3;1,000;1,000;1,000;149,000;1,000;0,971;0,985;34,000;XGBoost_none;original;64;
4;1,000;1,000;1,000;135,000;0,979;1,000;0,989;46,000;XGBoost_none;original;64;
5;1,000;1,000;1,000;135,000;0,938;0,957;0,947;47,000;XGBoost_none;original;64;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;XGBoost_none;original;64;
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;XGBoost_none;original;64;
8;1,000;1,000;1,000;144,000;0,966;0,933;0,949;30,000;XGBoost_none;original;64;
9;1,000;1,000;1,000;140,000;0,950;0,950;0,950;40,000;XGBoost_none;original;64;
0;0,993;0,979;0,986;145,000;1,000;0,970;0,985;33,000;Naive Bayes_rfe;selector;30;
1;0,877;0,831;0,853;154,000;0,885;0,821;0,852;28,000;Naive Bayes_rfe;selector;30;
2;0,958;0,951;0,955;144,000;0,914;0,970;0,941;33,000;Naive Bayes_rfe;selector;30;
3;0,930;0,886;0,907;149,000;0,941;0,941;0,941;34,000;Naive Bayes_rfe;selector;30;
4;0,938;0,904;0,921;135,000;1,000;0,891;0,943;46,000;Naive Bayes_rfe;selector;30;
5;0,939;0,919;0,929;135,000;0,953;0,872;0,911;47,000;Naive Bayes_rfe;selector;30;
6;1,000;0,979;0,990;146,000;0,971;0,971;0,971;35,000;Naive Bayes_rfe;selector;30;
7;0,821;0,979;0,893;145,000;0,739;1,000;0,850;34,000;Naive Bayes_rfe;selector;30;
8;0,845;0,833;0,839;144,000;0,893;0,833;0,862;30,000;Naive Bayes_rfe;selector;30;
9;0,860;0,879;0,869;140,000;0,850;0,850;0,850;40,000;Naive Bayes_rfe;selector;30;
0;1,000;0,979;0,990;145,000;1,000;0,879;0,935;33,000;Naive Bayes_pca;pca;54;0,991
1;0,892;0,961;0,925;154,000;0,788;0,929;0,852;28,000;Naive Bayes_pca;pca;54;0,991
2;0,977;0,868;0,919;144,000;0,906;0,879;0,892;33,000;Naive Bayes_pca;pca;54;0,991
3;0,935;0,866;0,899;149,000;0,968;0,882;0,923;34,000;Naive Bayes_pca;pca;54;0,991
4;0,878;0,852;0,865;135,000;0,927;0,826;0,874;46,000;Naive Bayes_pca;pca;54;0,991
5;0,936;0,970;0,953;135,000;0,896;0,915;0,905;47,000;Naive Bayes_pca;pca;54;0,991
6;0,993;0,959;0,976;146,000;1,000;0,971;0,986;35,000;Naive Bayes_pca;pca;54;0,991
7;0,965;0,959;0,962;145,000;1,000;0,941;0,970;34,000;Naive Bayes_pca;pca;54;0,991
8;0,839;0,903;0,870;144,000;0,800;0,933;0,862;30,000;Naive Bayes_pca;pca;54;0,991
9;0,868;0,943;0,904;140,000;0,822;0,925;0,871;40,000;Naive Bayes_pca;pca;54;0,991
0;1,000;0,972;0,986;145,000;1,000;0,909;0,952;33,000;Naive Bayes_rf;selector;42;
1;0,904;0,799;0,848;154,000;0,778;0,750;0,764;28,000;Naive Bayes_rf;selector;42;
2;0,944;0,931;0,937;144,000;0,912;0,939;0,925;33,000;Naive Bayes_rf;selector;42;
3;0,970;0,866;0,915;149,000;0,938;0,882;0,909;34,000;Naive Bayes_rf;selector;42;
4;0,921;0,948;0,934;135,000;0,957;0,978;0,968;46,000;Naive Bayes_rf;selector;42;
5;0,938;0,896;0,917;135,000;1,000;0,851;0,920;47,000;Naive Bayes_rf;selector;42;
6;0,986;0,966;0,976;146,000;1,000;0,971;0,986;35,000;Naive Bayes_rf;selector;42;
7;0,778;0,993;0,873;145,000;0,791;1,000;0,883;34,000;Naive Bayes_rf;selector;42;
8;0,834;0,840;0,837;144,000;0,793;0,767;0,780;30,000;Naive Bayes_rf;selector;42;
9;0,875;0,900;0,887;140,000;0,773;0,850;0,810;40,000;Naive Bayes_rf;selector;42;
0;1,000;0,972;0,986;145,000;1,000;0,909;0,952;33,000;Naive Bayes_mi;selector;40;
1;0,890;0,786;0,834;154,000;0,840;0,750;0,792;28,000;Naive Bayes_mi;selector;40;
2;0,943;0,924;0,933;144,000;0,886;0,939;0,912;33,000;Naive Bayes_mi;selector;40;
3;0,949;0,866;0,905;149,000;0,938;0,882;0,909;34,000;Naive Bayes_mi;selector;40;
4;0,914;0,941;0,927;135,000;0,938;0,978;0,957;46,000;Naive Bayes_mi;selector;40;
5;0,932;0,919;0,925;135,000;0,977;0,894;0,933;47,000;Naive Bayes_mi;selector;40;
6;0,986;0,966;0,976;146,000;0,971;0,971;0,971;35,000;Naive Bayes_mi;selector;40;
7;0,787;0,993;0,878;145,000;0,791;1,000;0,883;34,000;Naive Bayes_mi;selector;40;
8;0,831;0,819;0,825;144,000;0,852;0,767;0,807;30,000;Naive Bayes_mi;selector;40;
9;0,853;0,871;0,862;140,000;0,833;0,875;0,854;40,000;Naive Bayes_mi;selector;40;
0;0,973;0,993;0,983;145,000;1,000;0,939;0,969;33,000;Naive Bayes_none;original;64;
1;0,830;0,792;0,811;154,000;0,815;0,786;0,800;28,000;Naive Bayes_none;original;64;
2;0,988;0,576;0,728;144,000;0,900;0,545;0,679;33,000;Naive Bayes_none;original;64;
3;0,966;0,765;0,854;149,000;0,906;0,853;0,879;34,000;Naive Bayes_none;original;64;
4;0,990;0,726;0,838;135,000;1,000;0,783;0,878;46,000;Naive Bayes_none;original;64;
5;0,895;0,948;0,921;135,000;0,898;0,936;0,917;47,000;Naive Bayes_none;original;64;
6;0,935;0,986;0,960;146,000;0,897;1,000;0,946;35,000;Naive Bayes_none;original;64;
7;0,702;0,993;0,823;145,000;0,673;0,971;0,795;34,000;Naive Bayes_none;original;64;
8;0,572;0,882;0,694;144,000;0,562;0,900;0,692;30,000;Naive Bayes_none;original;64;
9;0,906;0,757;0,825;140,000;0,931;0,675;0,783;40,000;Naive Bayes_none;original;64;
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;MLP_rfe;selector;50;
1;1,000;1,000;1,000;154,000;0,933;1,000;0,966;28,000;MLP_rfe;selector;50;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;MLP_rfe;selector;50;
3;1,000;1,000;1,000;149,000;0,971;0,971;0,971;34,000;MLP_rfe;selector;50;
4;1,000;1,000;1,000;135,000;0,979;1,000;0,989;46,000;MLP_rfe;selector;50;
5;1,000;1,000;1,000;135,000;0,958;0,979;0,968;47,000;MLP_rfe;selector;50;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;MLP_rfe;selector;50;
7;1,000;1,000;1,000;145,000;1,000;0,971;0,985;34,000;MLP_rfe;selector;50;
8;1,000;1,000;1,000;144,000;1,000;0,900;0,947;30,000;MLP_rfe;selector;50;
9;1,000;1,000;1,000;140,000;0,975;0,975;0,975;40,000;MLP_rfe;selector;50;
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;MLP_pca;pca;54;0,991
1;1,000;1,000;1,000;154,000;1,000;1,000;1,000;28,000;MLP_pca;pca;54;0,991
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;MLP_pca;pca;54;0,991
3;1,000;1,000;1,000;149,000;0,971;0,971;0,971;34,000;MLP_pca;pca;54;0,991
4;1,000;1,000;1,000;135,000;1,000;1,000;1,000;46,000;MLP_pca;pca;54;0,991
5;1,000;1,000;1,000;135,000;0,957;0,936;0,946;47,000;MLP_pca;pca;54;0,991
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;MLP_pca;pca;54;0,991
7;1,000;1,000;1,000;145,000;1,000;0,971;0,985;34,000;MLP_pca;pca;54;0,991
8;1,000;1,000;1,000;144,000;1,000;1,000;1,000;30,000;MLP_pca;pca;54;0,991
9;1,000;1,000;1,000;140,000;0,929;0,975;0,951;40,000;MLP_pca;pca;54;0,991
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;MLP_rf;selector;42;
1;1,000;1,000;1,000;154,000;1,000;1,000;1,000;28,000;MLP_rf;selector;42;
2;1,000;1,000;1,000;144,000;0,971;1,000;0,985;33,000;MLP_rf;selector;42;
3;1,000;1,000;1,000;149,000;1,000;0,971;0,985;34,000;MLP_rf;selector;42;
4;1,000;1,000;1,000;135,000;0,979;1,000;0,989;46,000;MLP_rf;selector;42;
5;1,000;1,000;1,000;135,000;0,957;0,936;0,946;47,000;MLP_rf;selector;42;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;MLP_rf;selector;42;
7;1,000;1,000;1,000;145,000;1,000;0,971;0,985;34,000;MLP_rf;selector;42;
8;1,000;1,000;1,000;144,000;0,967;0,967;0,967;30,000;MLP_rf;selector;42;
9;1,000;1,000;1,000;140,000;0,951;0,975;0,963;40,000;MLP_rf;selector;42;
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;MLP_mi;selector;50;
1;1,000;1,000;1,000;154,000;0,966;1,000;0,982;28,000;MLP_mi;selector;50;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;MLP_mi;selector;50;
3;1,000;1,000;1,000;149,000;0,971;0,971;0,971;34,000;MLP_mi;selector;50;
4;1,000;1,000;1,000;135,000;0,979;1,000;0,989;46,000;MLP_mi;selector;50;
5;1,000;1,000;1,000;135,000;0,979;0,979;0,979;47,000;MLP_mi;selector;50;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;MLP_mi;selector;50;
7;1,000;1,000;1,000;145,000;1,000;0,971;0,985;34,000;MLP_mi;selector;50;
8;1,000;1,000;1,000;144,000;0,967;0,967;0,967;30,000;MLP_mi;selector;50;
9;1,000;1,000;1,000;140,000;0,974;0,950;0,962;40,000;MLP_mi;selector;50;
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;MLP_none;original;64;
1;1,000;1,000;1,000;154,000;0,966;1,000;0,982;28,000;MLP_none;original;64;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;MLP_none;original;64;
3;1,000;1,000;1,000;149,000;0,971;0,971;0,971;34,000;MLP_none;original;64;
4;1,000;1,000;1,000;135,000;1,000;1,000;1,000;46,000;MLP_none;original;64;
5;1,000;1,000;1,000;135,000;0,958;0,979;0,968;47,000;MLP_none;original;64;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;MLP_none;original;64;
7;1,000;1,000;1,000;145,000;1,000;0,971;0,985;34,000;MLP_none;original;64;
8;1,000;1,000;1,000;144,000;1,000;0,967;0,983;30,000;MLP_none;original;64;
9;1,000;1,000;1,000;140,000;0,975;0,975;0,975;40,000;MLP_none;original;64;
