Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features;Total_Variance_Explained
0;1,000;1,000;1,000;2519,000;0,040;0,070;0,051;129,000;Decision Tree_pca;pca;63;0,953
1;1,000;1,000;1,000;2519,000;0,288;0,250;0,267;176,000;Decision Tree_pca;pca;63;0,953
2;1,000;1,000;1,000;2519,000;0,594;0,564;0,579;640,000;Decision Tree_pca;pca;63;0,953
3;1,000;1,000;1,000;2519,000;0,023;0,059;0,033;34,000;Decision Tree_pca;pca;63;0,953
4;1,000;1,000;1,000;2519,000;0,086;0,023;0,036;131,000;Decision Tree_pca;pca;63;0,953
