Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features
0;0,994;0,995;0,994;2519,000;0,299;0,155;0,204;129,000;XGBoost_rfe;selector;48
1;0,997;0,996;0,997;2519,000;0,447;0,193;0,270;176,000;XGBoost_rfe;selector;48
2;0,998;0,995;0,996;2519,000;0,579;0,847;0,688;640,000;XGBoost_rfe;selector;48
3;0,998;1,000;0,999;2519,000;0,000;0,000;0,000;34,000;XGBoost_rfe;selector;48
4;1,000;1,000;1,000;2519,000;0,000;0,000;0,000;131,000;XGBoost_rfe;selector;48
