Metric,precision-train,recall-train,f1-score-train,support-train,precision-test,recall-test,f1-score-test,support-test,Model
0,0.9602649006622517,1.0,0.9797297297297297,145.0,0.8823529411764706,0.9090909090909091,0.8955223880597014,33.0,Decision Tree_rf
1,0.9506172839506173,1.0,0.9746835443037974,154.0,0.8125,0.9285714285714286,0.8666666666666666,28.0,Decision Tree_rf
2,0.9861111111111112,0.9861111111111112,0.9861111111111112,144.0,0.7878787878787878,0.7878787878787878,0.7878787878787878,33.0,Decision Tree_rf
3,0.9932432432432432,0.9865771812080537,0.9898989898989898,149.0,0.9090909090909091,0.8823529411764706,0.8955223880597014,34.0,Decision Tree_rf
4,0.9779411764705882,0.9851851851851852,0.981549815498155,135.0,0.8723404255319149,0.8913043478260869,0.8817204301075269,46.0,Decision Tree_rf
5,0.9850746268656716,0.9777777777777777,0.9814126394052044,135.0,0.9777777777777777,0.9361702127659575,0.9565217391304347,47.0,Decision Tree_rf
6,1.0,0.9794520547945206,0.9896193771626297,146.0,0.9411764705882353,0.9142857142857143,0.9275362318840579,35.0,Decision Tree_rf
7,0.9930555555555556,0.9862068965517241,0.9896193771626298,145.0,0.8529411764705882,0.8529411764705882,0.8529411764705882,34.0,Decision Tree_rf
8,0.9858156028368794,0.9652777777777778,0.9754385964912281,144.0,0.8064516129032258,0.8333333333333334,0.819672131147541,30.0,Decision Tree_rf
9,1.0,0.9571428571428572,0.9781021897810218,140.0,0.9459459459459459,0.875,0.9090909090909091,40.0,Decision Tree_rf
0,1.0,1.0,1.0,145.0,1.0,0.9696969696969697,0.9846153846153847,33.0,Random Forest_rf
1,1.0,1.0,1.0,154.0,0.9655172413793104,1.0,0.9824561403508771,28.0,Random Forest_rf
2,1.0,1.0,1.0,144.0,1.0,1.0,1.0,33.0,Random Forest_rf
3,1.0,1.0,1.0,149.0,1.0,0.9705882352941176,0.9850746268656716,34.0,Random Forest_rf
4,1.0,1.0,1.0,135.0,0.9583333333333334,1.0,0.9787234042553191,46.0,Random Forest_rf
5,1.0,1.0,1.0,135.0,0.9583333333333334,0.9787234042553191,0.968421052631579,47.0,Random Forest_rf
6,1.0,1.0,1.0,146.0,0.9714285714285714,0.9714285714285714,0.9714285714285714,35.0,Random Forest_rf
7,1.0,1.0,1.0,145.0,1.0,0.9705882352941176,0.9850746268656716,34.0,Random Forest_rf
8,1.0,1.0,1.0,144.0,1.0,0.9666666666666667,0.983050847457627,30.0,Random Forest_rf
9,1.0,1.0,1.0,140.0,0.975,0.975,0.975,40.0,Random Forest_rf
0,1.0,1.0,1.0,145.0,1.0,1.0,1.0,33.0,Gradient Boosting_rf
1,1.0,1.0,1.0,154.0,0.9333333333333333,1.0,0.9655172413793104,28.0,Gradient Boosting_rf
2,1.0,1.0,1.0,144.0,1.0,0.9696969696969697,0.9846153846153847,33.0,Gradient Boosting_rf
3,1.0,1.0,1.0,149.0,1.0,0.9411764705882353,0.9696969696969697,34.0,Gradient Boosting_rf
4,1.0,1.0,1.0,135.0,1.0,0.9782608695652174,0.989010989010989,46.0,Gradient Boosting_rf
5,1.0,1.0,1.0,135.0,0.9591836734693877,1.0,0.9791666666666666,47.0,Gradient Boosting_rf
6,1.0,1.0,1.0,146.0,1.0,0.9714285714285714,0.9855072463768115,35.0,Gradient Boosting_rf
7,1.0,1.0,1.0,145.0,0.918918918918919,1.0,0.9577464788732395,34.0,Gradient Boosting_rf
8,1.0,1.0,1.0,144.0,0.9666666666666667,0.9666666666666667,0.9666666666666667,30.0,Gradient Boosting_rf
9,1.0,1.0,1.0,140.0,1.0,0.95,0.9743589743589743,40.0,Gradient Boosting_rf
0,1.0,1.0,1.0,145.0,0.9705882352941176,1.0,0.9850746268656716,33.0,SVM_rf
1,0.95,0.987012987012987,0.9681528662420381,154.0,0.9655172413793104,1.0,0.9824561403508771,28.0,SVM_rf
2,0.993103448275862,1.0,0.9965397923875432,144.0,1.0,1.0,1.0,33.0,SVM_rf
