Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features
0;0,506;0,539;0,522;2519,000;0,014;0,023;0,017;129,000;Naive Bayes_rf;selector;217
1;0,744;0,610;0,671;2519,000;0,367;0,642;0,467;176,000;Naive Bayes_rf;selector;217
2;0,577;0,317;0,409;2519,000;0,831;0,338;0,480;640,000;Naive Bayes_rf;selector;217
3;0,559;0,620;0,588;2519,000;0,500;0,029;0,056;34,000;Naive Bayes_rf;selector;217
4;0,564;0,822;0,669;2519,000;0,222;0,550;0,316;131,000;Naive Bayes_rf;selector;217
