Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features
0;1,000;1,000;1,000;2519,000;0,000;0,000;0,000;129,000;Random Forest_rf;selector;36
1;1,000;1,000;1,000;2519,000;0,492;0,182;0,266;176,000;Random Forest_rf;selector;36
2;1,000;1,000;1,000;2519,000;0,562;0,848;0,676;640,000;Random Forest_rf;selector;36
3;1,000;1,000;1,000;2519,000;0,038;0,059;0,046;34,000;Random Forest_rf;selector;36
4;1,000;1,000;1,000;2519,000;0,357;0,038;0,069;131,000;Random Forest_rf;selector;36
