Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features
0;0,942;0,967;0,954;2519,000;0,465;0,519;0,491;129,000;MLP_rfe;selector;144
1;0,989;0,952;0,970;2519,000;0,632;0,341;0,443;176,000;MLP_rfe;selector;144
2;0,961;0,934;0,948;2519,000;0,662;0,803;0,725;640,000;MLP_rfe;selector;144
3;0,966;0,993;0,980;2519,000;0,030;0,059;0,040;34,000;MLP_rfe;selector;144
4;0,983;0,993;0,988;2519,000;0,444;0,092;0,152;131,000;MLP_rfe;selector;144
