Metric,f1-score-train,precision-train,recall-train,support-train,f1-score-test,precision-test,recall-test,support-test,Model
balanced_accuracy,1.0,,,,0.8255250893562371,,,,Decision Tree_pca
kappa,1.0,,,,0.8051596608334837,,,,Decision Tree_pca
accuracy,1.0,1.0,1.0,1.0,0.825,0.825,0.825,0.825,Decision Tree_pca
macro avg,1.0,1.0,1.0,1437.0,0.8224717115425125,0.8229820905148613,0.8255250893562371,360.0,Decision Tree_pca
weighted avg,1.0,1.0,1.0,1437.0,0.825924184657184,0.8302757952094703,0.825,360.0,Decision Tree_pca
balanced_accuracy,1.0,,,,0.8480425789860137,,,,Decision Tree_rf
kappa,1.0,,,,0.8327828241123039,,,,Decision Tree_rf
accuracy,1.0,1.0,1.0,1.0,0.85,0.85,0.85,0.85,Decision Tree_rf
macro avg,1.0,1.0,1.0,1437.0,0.8506857488087995,0.8572119285029156,0.8480425789860137,360.0,Decision Tree_rf
weighted avg,1.0,1.0,1.0,1437.0,0.8516916512197251,0.8574544823433323,0.85,360.0,Decision Tree_rf
balanced_accuracy,1.0,,,,0.954432448027567,,,,Random Forest_pca
kappa,1.0,,,,0.9473657051447443,,,,Random Forest_pca
accuracy,1.0,1.0,1.0,1.0,0.9527777777777777,0.9527777777777777,0.9527777777777777,0.9527777777777777,Random Forest_pca
macro avg,1.0,1.0,1.0,1437.0,0.9545484005128918,0.9550336638315816,0.954432448027567,360.0,Random Forest_pca
weighted avg,1.0,1.0,1.0,1437.0,0.9527733555958398,0.9531010978166654,0.9527777777777777,360.0,Random Forest_pca
balanced_accuracy,1.0,,,,0.9697393793107185,,,,Random Forest_rf
kappa,1.0,,,,0.9659419292692996,,,,Random Forest_rf
accuracy,1.0,1.0,1.0,1.0,0.9694444444444444,0.9694444444444444,0.9694444444444444,0.9694444444444444,Random Forest_rf
macro avg,1.0,1.0,1.0,1437.0,0.9697702327950098,0.9704683953392517,0.9697393793107185,360.0,Random Forest_rf
weighted avg,1.0,1.0,1.0,1437.0,0.9694398300090905,0.9700541834790136,0.9694444444444444,360.0,Random Forest_rf
balanced_accuracy,1.0,,,,0.9264496475572821,,,,Gradient Boosting_pca
kappa,1.0,,,,0.9163820617155441,,,,Gradient Boosting_pca
accuracy,1.0,1.0,1.0,1.0,0.925,0.925,0.925,0.925,Gradient Boosting_pca
macro avg,1.0,1.0,1.0,1437.0,0.9276555397821449,0.932232882283348,0.9264496475572821,360.0,Gradient Boosting_pca
weighted avg,1.0,1.0,1.0,1437.0,0.9252744549443406,0.9288200984445163,0.925,360.0,Gradient Boosting_pca
balanced_accuracy,1.0,,,,0.973095295220098,,,,Gradient Boosting_rf
kappa,1.0,,,,0.9690487653896417,,,,Gradient Boosting_rf
accuracy,1.0,1.0,1.0,1.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,Gradient Boosting_rf
macro avg,1.0,1.0,1.0,1437.0,0.9716641612198078,0.9713789682539684,0.973095295220098,360.0,Gradient Boosting_rf
weighted avg,1.0,1.0,1.0,1437.0,0.9723373010777145,0.9735378086419753,0.9722222222222222,360.0,Gradient Boosting_rf
balanced_accuracy,0.9992857142857143,,,,0.9794211514392991,,,,SVM_pca
kappa,0.999226652243758,,,,0.9752326241378717,,,,SVM_pca
accuracy,0.9993041057759221,0.9993041057759221,0.9993041057759221,0.9993041057759221,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9777777777777777,SVM_pca
macro avg,0.9993071289003967,0.9993333333333332,0.9992857142857143,1437.0,0.9790957904984682,0.9789260419736016,0.9794211514392991,360.0,SVM_pca
weighted avg,0.9993040223563726,0.9993087450707493,0.9993041057759221,1437.0,0.9776679758632404,0.977710012391385,0.9777777777777777,360.0,SVM_pca
balanced_accuracy,1.0,,,,0.9841328446272126,,,,SVM_rf
