Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features
0;0,979;0,981;0,980;2519,000;0,110;0,194;0,140;129,000;MLP_none;original;473
1;0,991;0,985;0,988;2519,000;0,722;0,443;0,549;176,000;MLP_none;original;473
2;0,980;0,976;0,978;2519,000;0,660;0,733;0,694;640,000;MLP_none;original;473
3;0,976;0,998;0,987;2519,000;0,194;0,353;0,250;34,000;MLP_none;original;473
4;0,997;0,982;0,989;2519,000;0,000;0,000;0,000;131,000;MLP_none;original;473
