Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features
0;1,000;1,000;1,000;2519,000;0,000;0,000;0,000;129,000;Random Forest_rfe;selector;50
1;1,000;1,000;1,000;2519,000;0,397;0,176;0,244;176,000;Random Forest_rfe;selector;50
2;1,000;1,000;1,000;2519,000;0,571;0,902;0,699;640,000;Random Forest_rfe;selector;50
3;1,000;1,000;1,000;2519,000;0,133;0,059;0,082;34,000;Random Forest_rfe;selector;50
4;1,000;1,000;1,000;2519,000;0,000;0,000;0,000;131,000;Random Forest_rfe;selector;50
