Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features;Total_Variance_Explained
0;0,996;1,000;0,998;2519,000;0,167;0,008;0,015;129,000;Gradient Boosting_pca;pca;99;0,990
1;1,000;0,998;0,999;2519,000;0,704;0,108;0,187;176,000;Gradient Boosting_pca;pca;99;0,990
2;1,000;0,998;0,999;2519,000;0,582;0,980;0,730;640,000;Gradient Boosting_pca;pca;99;0,990
3;1,000;1,000;1,000;2519,000;0,000;0,000;0,000;34,000;Gradient Boosting_pca;pca;99;0,990
4;1,000;1,000;1,000;2519,000;0,000;0,000;0,000;131,000;Gradient Boosting_pca;pca;99;0,990
