Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features;Total_Variance_Explained
0;1,000;1,000;1,000;2519,000;0,040;0,140;0,062;129,000;KNN_pca;pca;63;0,953
1;1,000;1,000;1,000;2519,000;0,592;0,347;0,437;176,000;KNN_pca;pca;63;0,953
2;1,000;1,000;1,000;2519,000;0,617;0,508;0,557;640,000;KNN_pca;pca;63;0,953
3;1,000;1,000;1,000;2519,000;0,333;0,147;0,204;34,000;KNN_pca;pca;63;0,953
4;1,000;1,000;1,000;2519,000;0,176;0,023;0,041;131,000;KNN_pca;pca;63;0,953
