Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features
0;0,998;0,999;0,999;2519,000;0,368;0,163;0,226;129,000;XGBoost_rf;selector;88
1;0,999;0,998;0,999;2519,000;0,514;0,210;0,298;176,000;XGBoost_rf;selector;88
2;1,000;1,000;1,000;2519,000;0,601;0,886;0,716;640,000;XGBoost_rf;selector;88
3;1,000;1,000;1,000;2519,000;0,243;0,265;0,254;34,000;XGBoost_rf;selector;88
4;1,000;1,000;1,000;2519,000;0,000;0,000;0,000;131,000;XGBoost_rf;selector;88
