Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features;Total_Variance_Explained
0;1,0;1,0;1,0;145,0;1,0;1,0;1,0;33,0;Logistic Regression_rfe;selector;50;
1;0,9935483870967742;1,0;0,9967637540453074;154,0;0,9655172413793104;1,0;0,9824561403508771;28,0;Logistic Regression_rfe;selector;50;
2;1,0;1,0;1,0;144,0;1,0;1,0;1,0;33,0;Logistic Regression_rfe;selector;50;
3;1,0;1,0;1,0;149,0;0,9705882352941176;0,9705882352941176;0,9705882352941176;34,0;Logistic Regression_rfe;selector;50;
4;1,0;1,0;1,0;135,0;1,0;0,9782608695652174;0,989010989010989;46,0;Logistic Regression_rfe;selector;50;
5;1,0;1,0;1,0;135,0;0,9361702127659575;0,9361702127659575;0,9361702127659575;47,0;Logistic Regression_rfe;selector;50;
6;1,0;1,0;1,0;146,0;0,9714285714285714;0,9714285714285714;0,9714285714285714;35,0;Logistic Regression_rfe;selector;50;
7;1,0;1,0;1,0;145,0;1,0;0,9705882352941176;0,9850746268656716;34,0;Logistic Regression_rfe;selector;50;
8;0,9930555555555556;0,9930555555555556;0,9930555555555556;144,0;0,9666666666666667;0,9666666666666667;0,9666666666666667;30,0;Logistic Regression_rfe;selector;50;
9;1,0;0,9928571428571429;0,996415770609319;140,0;0,926829268292683;0,95;0,9382716049382716;40,0;Logistic Regression_rfe;selector;50;
0;1,0;1,0;1,0;145,0;1,0;1,0;1,0;33,0;Logistic Regression_pca;pca;54;0,9910942382346755
1;0,9935483870967742;1,0;0,9967637540453074;154,0;0,9655172413793104;1,0;0,9824561403508771;28,0;Logistic Regression_pca;pca;54;0,9910942382346755
2;1,0;1,0;1,0;144,0;1,0;1,0;1,0;33,0;Logistic Regression_pca;pca;54;0,9910942382346755
3;1,0;1,0;1,0;149,0;0,9705882352941176;0,9705882352941176;0,9705882352941176;34,0;Logistic Regression_pca;pca;54;0,9910942382346755
4;1,0;1,0;1,0;135,0;1,0;0,9782608695652174;0,989010989010989;46,0;Logistic Regression_pca;pca;54;0,9910942382346755
5;1,0;1,0;1,0;135,0;0,9166666666666666;0,9361702127659575;0,9263157894736843;47,0;Logistic Regression_pca;pca;54;0,9910942382346755
