Model;CV Score;balanced_accuracy-train;f1-score-train;precision-train;recall-train;balanced_accuracy-test;f1-score-test;precision-test;recall-test
MLP_rfe;-inf;0,968;0,968;0,968;0,968;0,363;0,565;0,589;0,590
